time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
1.202,0.45815594803123155,12.0,1,0.43388869666530766,0.5362181129917659,0.10796649390283443,0.04613954207123821,0.10225314691982158,-0.17814556434855758,0.17814556434855758
1.203,0.45815594803123155,12.0,1,0.4344271995848993,0.5385029195916059,0.10572247185614714,0.03237605223244192,0.07175089038587112,-0.18297265776894733,0.18297265776894733
1.204,0.45815594803123155,12.0,1,0.43496679307402103,0.5395934891217667,0.10346107365379152,0.019661489283306587,0.043573235929484665,-0.18743391655196306,0.18743391655196306
1.205,0.45815594803123155,12.0,1,0.43550637428068906,0.5395812066680169,0.10118792323314268,0.00793775733825111,0.01759143309374203,-0.1915495517531705,0.1915495517531705
1.206,0.45815594803123155,12.0,1,0.43604492666726374,0.5385523865746811,0.09890822665433927,-0.0028505621866662823,-0.006317335218178794,-0.1953388447932956,0.1953388447932956
1.207,0.45815594803123155,12.0,1,0.43658151517371213,0.5365885064484028,0.0966267949799081,-0.012756315563222048,-0.02827018541770166,-0.19882018383993338,0.19882018383993338
1.208,0.45815594803123155,12.0,1,0.4371152816056843,0.5337664319721467,0.09434806610898719,-0.021829878375640203,-0.04837875844844229,-0.20201109902660697,0.20201109902660697
1.209,0.45815594803123155,12.0,1,0.4376454402385089,0.5301586328245784,0.09207612560677604,-0.030119253851987778,-0.0667494377054631,-0.20492829653377206,0.20492829653377206
1.21,0.4633710963693522,12.0,1,0.4381712736285025,0.52583338999365,0.11178385912088473,0.07574841187853718,0.16787148595450638,-0.1753865339533911,0.1753865339533911
1.211,0.4633710963693522,12.0,1,0.43870175901692493,0.5304853884224392,0.10959894775845543,0.06003311302264228,0.1330436855329145,-0.17353309666941258,0.17353309666941258
1.212,0.4633710963693522,12.0,1,0.43923578205369007,0.5340230367651351,0.10738720681072328,0.045241769003370166,0.10026352766292404,-0.17871844465646236,0.17871844465646236
